Industry,PRIORITY,Business Name,Phone,Notes,Web Status,Claimed?,Tech Stack,Email,Socials,Address,Rating,Website
Dental,Low,The Brooklyn Dental Center,+1 718-693-5455,,Active,true,,brooklyndental789@gmail.com,,"789 Flatbush Ave, Brooklyn, NY 11226, United States",4.9,https://www.thebrooklyndentalcenter.com/
Dental,Low,NY Dental Boutique,+1 718-484-1560,,Active,true,,nydentalboutique@gmail.com,"FB, IG, IN","1411 Coney Island Ave, Brooklyn, NY 11230, United States",4.9,https://www.nydentalboutique.com/
Dental,Low,Omni Dental Care,+1 718-376-8656,,Active,true,,smile@omnidentalcare.com,"FB, IG","313 Kings Hwy, Brooklyn, NY 11223, United States",4.9,https://www.omnidentalcare.com/
Dental,Low,Brooklyn Cosmetic Dentistry Center,+1 718-491-3100,,Active,true,WordPress,manuella7708@gmail.com,"FB, IG","7708 4th Ave 1st floor, Brooklyn, NY 11209, United States",4.9,https://www.cosmeticdentistrycenter.com/
Dental,Low,Boerum Hill Dental Studio,+1 718-596-0066,,Active,true,,,"FB, IG","226 Livingston St 1st floor, Brooklyn, NY 11201, United States",4.9,https://www.boerumhilldental.com/
Dental,Low,Dental365 - Park Slope,+1 718-832-1900,,Active,true,WordPress,,"FB, IG, IN","422 5th Ave, Brooklyn, NY 11215, United States",4.9,https://www.godental365.com/location/ny/kings-county/dental365-park-slope?utm_source=gbp&utm_medium=organic
Dental,Low,Sky Dental,+1 212-600-1996,,Active,true,,contactus@skydentalnyc.com,"FB, IG","111 Broadway Suite 1304, New York, NY 10006, United States",4.9,https://skydentalnyc.com/?utm_campaign=gmb
Dental,Low,Ralph Avenue Dental Care,+1 718-531-0300,,Active,true,,,"FB, IG","2348 Ralph Ave, Brooklyn, NY 11234, United States",4.9,http://www.ralphavenuedental.com/
Doctors,Low,Grand Street Dental: Dr. Jennifer Plotnick,+1 718-942-9942,,Active,true,WordPress,hello@grandstreetdental.com,"FB, IG","57 Grand St, Brooklyn, NY 11249, United States",4.9,https://www.grandstreetdental.com/
Dental,Low,Aesthetic Dental Greenpoint Brooklyn,+1 718-389-4266,,Active,true,,hero-banner@2x1.jpg,,"947 Manhattan Ave, Brooklyn, NY 11222, United States",4.9,https://www.aestheticdentaloffice.com/?utm_source=GBP&utm_medium=organic
Dental,Low,Family Smile Dental,+1 718-550-4818,,Active,true,WordPress,familysmiledental@gmail.com,FB,"2937 Ave V, Brooklyn, NY 11229, United States",4.9,https://familysmiledentist.com/?utm_campaign=gmb
Dental,Low,Park Slope Dentistry,+1 718-398-6300,,Active,true,WordPress,parkslopedentistry@gmail.com,FB,"586A President St, Brooklyn, NY 11215, United States",4.9,https://www.parkslopedentistry.com/
Dental,Low,Garden Dental Arts,+1 718-230-3183,,Active,true,,,"FB, IG","511 Clinton Ave, Brooklyn, NY 11238, United States",4.9,https://www.gardendentalartsny.com/
Dental,Low,Brooklyn Family Dental,+1 718-596-5537,,Active,true,WordPress,,"FB, IG","580 Myrtle Ave, Brooklyn, NY 11205, United States",4.9,http://www.brooklynfamilydentalcare.com/
Dental,Low,Park Slope Dental Aesthetics - Court Street,+1 347-916-0313,,Active,true,,,"FB, IG","335 Court St, Brooklyn, NY 11231, United States",4.9,https://parkslopedentalaesthetics.com/
Dental,Low,Complete Dental Care 2,+1 718-434-5800,,Active,true,,mahdut@aol.com,FB,"1532 Flatbush Ave, Brooklyn, NY 11210, United States",4.9,https://www.dentistrybrooklyn.com/
Dental,Low,"Smile By Design Dentistry, P.C.",+1 718-265-6699,,Active,true,WordPress,info@smilebydesigndental.com,"FB, IG, IN","1603 McDonald Ave, Brooklyn, NY 11230, United States",4.9,http://smilebydesigndental.com/
Dental,Low,Pop On Veneers,+1 212-461-6302,,Active,true,,basiclightbox@5.0.4,"FB, IG","237 W 37th St, New York, NY 10018, United States",4.9,http://poponveneers.com/
Service Pro,Low,Advanced Oral Surgery of Brooklyn,+1 718-284-5500,,Active,true,,bootstrap@5.3.3,FB,"2848 Church Ave, Brooklyn, NY 11226, United States",4.9,https://dentalimplantoralsurgerynyc.com/oral-surgery-brooklyn
Dental,Low,Metropolitan Dental Arts,+1 347-986-2032,,Active,true,WordPress,,"FB, IG","380 Union Ave, Brooklyn, NY 11211, United States",4.9,https://metropolitandentalarts.com/?utm_source=google.com&utm_medium=business+profile
Dental,Low,COMPLETE DENTAL CARE,+1 718-255-2110,,Active,true,,mahdut@aol.com,FB,"9002 Flatlands Ave #41, Brooklyn, NY 11236, United States",4.9,https://www.dentistrybrooklyn.com/
Dental,Low,"Brooklyn Dental Studio: Kirstin Wolfe, DDS",+1 646-844-4479,,Active,true,WordPress,,"FB, IG","142 Joralemon St #1450, Brooklyn, NY 11201, United States",4.9,http://www.brooklyndentalstudio.com/
Dental,Low,Gentle Dental in Queens,+1 718-514-7831,,Active,true,WordPress,info@queenssmile.com,"FB, IG, IN","35-30 Francis Lewis Blvd # 203, Bayside, NY 11358, United States",4.7,https://www.queenssmile.com/?utm_campaign=gmb
Doctors,Low,"Queens Central Dental - Dr. Ilya Ames, DDS",+1 718-429-0440,,Active,true,WordPress,,FB,"83-06 Northern Blvd, Jackson Heights, NY 11372, United States",4.7,http://www.queenscentraldental.com/
Dental,Low,"Dental Made Easy - Forest Hills, Queens",+1 718-507-7781,,Active,true,WordPress,dentalmadeeasystaff@gmail.com,"FB, IG","116-20 Queens Blvd, Queens, NY 11375, United States",4.7,https://dentalmadeeasy.com/
Dental,Low,Modern Dental Care of Queens,+1 718-690-7221,,Active,true,,,"FB, IG","80-46 Kew Gardens Rd Suite 1 Fl, Kew Gardens, NY 11415, United States",4.7,https://www.moderndentalcareofqueens.com/
Dental,Low,Amazing Smile Dental NY,+1 718-674-6478,,Active,true,WordPress,info@AmazingSmileDentalNY.com,,"118-16 Queens Blvd, Forest Hills, NY 11375, United States",4.7,http://www.amazingsmiledentalny.com/
Doctors,Low,"Dr. I Dental PC: Emmanuil Ilyayev, DDS",+1 929-209-2736,,Active,true,,,"FB, IG, IN","86-10 Grand Ave #1b, Queens, NY 11373, United States",4.7,https://www.dridentalpc.com/?utm_source=gmb_auth
Dental,Low,Complete Smiles Dental,+1 718-275-9800,,Active,true,,completesCodemiles1@gmail.com,"FB, IG","70-50 Austin St #124a, Forest Hills, NY 11375, United States",4.7,https://completesmilesdental.com/?utm_source=gbp&utm_medium=organic&utm_campaign=forest-hills
Dental,Low,Madison Dental Art - Forest Hills,+1 718-268-8228,,Active,true,WordPress,madisondentalny@gmail.com,"FB, IG","112-03 Queens Blvd, Forest Hills, NY 11375, United States",4.7,https://madisondentalny.com/
Dental,Low,The Smilist Dental Woodside,+1 718-752-9000,,Active,true,WordPress,ionicons@4.5.5,"FB, IG, IN","52-22 Roosevelt Ave, Woodside, NY 11377, United States",4.7,https://thesmilist.com/dentist-locations/nyc/woodside-dentist/
Dental,Low,Elite Dental Rego Park,+1 718-897-9745,,Active,true,WordPress,,"FB, IG","98-19 64th Ave SUITE 1H, Rego Park, NY 11374, United States",4.7,https://elitedentalregopark.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website
Dental,Low,Allure Dental,+1 718-830-0209,,Active,true,WordPress,dentalyakubov@gmail.com,IG,"105-05 69th Ave, Forest Hills, NY 11375, United States",4.7,https://alluredentalny.com/
Dental,Low,"MediDental Care - Astoria, Queens",+1 718-728-8800,,Active,true,,,"FB, IG","22-46 31st St, Queens, NY 11105, United States",4.7,https://www.medidentalcare.com/
Dental,Low,Better Living through Dentistry,+1 718-263-5991,,Active,true,WordPress,img-features-2@2x.webp,"FB, IG","125-10 Queens Blvd STE 219, Kew Gardens, NY 11415, United States",4.7,http://www.betterlivingdentistry.com/
Dental,Low,Village Dental Forest Hills,+1 718-268-1028,,Active,true,WordPress,,"FB, IG","110-55 72nd Rd Suite L - 1, Forest Hills, NY 11375, United States",4.7,https://villagedentalforesthills.com/
Dental,Low,EC Dental Group,+1 718-321-8006,,Active,true,,,FB,"136-33 37th Ave #5C, Flushing, NY 11354, United States",4.7,https://www.ecdentalgroup.com/
Dental,Low,Astoria Modern Family Dental,+1 718-721-4700,,Active,true,,,FB,"31-56 Steinway St, Astoria, NY 11103, United States",4.7,https://www.astoriamodernfamilydental.com/
Dental,Low,Dental Solutions New York,+1 718-886-4545,,Active,true,Squarespace,user@domain.com,"FB, IG","144-48 Roosevelt Ave Suite MD-B, Flushing, NY 11354, United States",4.7,https://www.dentalsolutionsny.com/
Dental,Low,Green Garden Dental,+1 718-429-7744,,Active,true,,,FB,"88-09 Northern Blvd, Jackson Heights, NY 11372, United States",4.7,https://greengardendental.com/
Dental,Low,Alliance Dental Center,+1 718-424-7100,,Active,true,Squarespace,info@alliancedentalny.com,FB,"84-11 Northern Blvd, Jackson Heights, NY 11372, United States",4.7,https://www.alliancedentalny.com/
Dental,Low,Queens Emergency Dental,+1 718-268-7273,,Active,true,WordPress,msmarks14@gmail.com,"FB, IG","141-67 73rd Terrace, Flushing, NY 11367, United States",4.7,https://www.queensemergencydental.com/?utm_source=gmb
Dental,Low,Forest Park Dental,+1 718-821-4680,,Active,true,WordPress,,"FB, IG","69-45 Myrtle Ave, Glendale, NY 11385, United States",4.7,http://www.forestparkdentalny.com/
Dental,Low,JH Dental Care - JH Family Dental,+1 718-898-0300,,Active,true,,react@18.2.0,,"35-60 74th St. Suite #103, Jackson Heights, NY 11372, United States",4.7,https://www.jacksonheightsdentist.com/
Dental,Low,Atlas Park Dental,+1 718-894-2110,,Active,true,WordPress,info@atlasparkdental.com,"FB, IG","80-28 Cooper Ave #207, Glendale, NY 11385, United States",4.7,https://www.atlasparkdental.com/
Dental,Low,Hollywood Smile,+1 718-830-0110,,Active,true,WordPress,,FB,"97-50 Queens Blvd Ste g2, Rego Park, NY 11374, United States",4.7,http://doctorsmilehsd.com/
Dental,Low,Creative Dental of Queens,+1 718-459-4700,,Active,true,WordPress,creativedental21@gmail.com,"FB, IG","63-58 Wetherole St, Rego Park, NY 11374, United States",4.7,https://www.regoparkcosmeticdentistry.com/?utm_source=Google&utm_medium=GMB&utm_campaign=GMB%20Tracking
Dental,Low,Kew Gardens Dental Arts,+1 332-230-4811,,Active,true,WordPress,,"FB, IG","123-20 Metropolitan Ave, Kew Gardens, NY 11415, United States",4.7,https://dentalartskg.com/
Dental,Low,Zen Dentistry,+1 718-896-0505,,Active,true,WordPress,midtown@zendentistrynyc.com,"FB, IG","104-20 Queens Blvd #1G, Forest Hills, NY 11375, United States",4.7,https://www.zendentistrynyc.com/queens/
Dental,Low,Maspeth Dental - HL,+1 718-779-9000,,Active,true,,,FB,"66-62 Grand Ave, Maspeth, NY 11378, United States",4.7,https://maspethsmiledoc.com/
Dental,Low,Forest Hills Dental,+1 718-550-0590,,Active,true,WordPress,bootstrap@5.3.0,"FB, IG","102-10 66th Rd #1D, Forest Hills, NY 11375, United States",4.7,http://www.foresthillsdental.com/
Dental,Low,Queensboro Plaza Dental Care,+1 718-451-8484,,Active,true,WordPress,ionicons@4.5.5,"FB, IG, IN","42-15 Crescent St, Long Island City, NY 11101, United States",4.7,https://queensboroplazadental.com/
Dental,Low,Bright Smile Dentistry,+1 718-424-4818,,Active,true,,brightsmiledentistry16@gmail.com,FB,"62-40 Woodhaven Blvd, Rego Park, NY 11374, United States",4.7,https://www.brightsmiledentistrynyc.com/
Dental,Low,Timeless Dentistry,+1 718-310-3866,,Active,true,WordPress,info@queensdds.com,"FB, IG","68-36 108th St # B10, Forest Hills, NY 11375, United States",4.7,https://www.queensdds.com/
Dental,Low,"Forever Smiles - Dr. Avraham Rambod, Dentist in Flushing",+1 718-520-8088,,Active,true,,,FB,"72-21 Vleigh Pl, Kew Gardens Hills, NY 11367, United States",4.7,http://www.foreversmilesnyc.com/
Dental,Low,"Professional Dental Care, P.C.",+1 718-898-8080,,Active,true,,niloofarshops@gmail.com,"FB, IG, IN","86-18A 37th Ave, Jackson Heights, NY 11372, United States",4.7,https://www.queensprodentalcare.com/
Dental,Low,Ideal Smiles Dental at Best Dentists Staten Island,+1 718-535-1196,,Active,true,WordPress,idealsmilesdental@gmail.com,FB,"2955 Veterans Rd W, Staten Island, NY 10309, United States",5,https://www.bestdentistsstatenisland.com/
Dental,Low,Staten Island Dental Group,+1 718-698-1885,,Active,true,,flickity@3.0.0,"FB, IG","979 Willowbrook Rd, Staten Island, NY 10314, United States",5,http://www.statenislanddentalgroup.com/
Doctors,Low,"Staten Island Dental Care - Dr. Frederick Hecht, MAGD",+1 929-415-9941,,Active,true,WordPress,info@AfraidOfTheDentist.com,FB,"1520 Richmond Ave, Staten Island, NY 10314, United States",5,https://www.afraidofthedentist.com/?utm_source=GoogleBusinessProfile&utm_medium=Organic&utm_campaign=Website
Doctors,Low,"Parshin Dental, Dr. Alex Parshin",+1 718-494-2010,,Active,true,WordPress,,"FB, IG, IN","255 Richmond Hill Rd, Staten Island, NY 10314, United States",5,https://parshindental.com/
Dental,Low,Dentist Staten Island- A. Christopher Bernardini D.D.S.,+1 718-524-3019,,Active,true,,,"FB, IG","125 Old Town Rd, Staten Island, NY 10304, United States",5,https://christopherbernardinidds.com/
Dental,Low,Bay Dental,+1 718-876-8100,,Active,true,,Info@BayDentalAtThePointe.com,,"155 Bay St 1st Floor, Unit C-3, Staten Island, NY 10301, United States",5,https://www.baydental.com/
Dental,Low,"LianaSmiles: Liana Stein, DDS",+1 718-273-5558,,Active,true,WordPress,,"FB, IG","1146 Hylan Blvd, Staten Island, NY 10305, United States",5,https://www.lianasmiles.com/
Dental,Low,"Healthy Smiles of Staten Island, Joseph A. Cipriano",+1 718-948-1600,,Active,true,,slick-carousel@1.8.1,"FB, IG","142 Annadale Rd, Staten Island, NY 10312, United States",5,http://www.dentiststatenisland.com/
Dental,Low,Elite Dental,+1 718-370-1200,,Active,true,,,"FB, IG","2291 Victory Blvd, Staten Island, NY 10314, United States",5,https://elitedentalofsi.com/
Dental,Low,"Joseph T. Mormino, DDS",+1 718-550-2023,,Active,true,,,"FB, IN","104 Windsor Rd, Staten Island, NY 10314, United States",5,https://www.statenislandsmiles.com/locations/staten-island-office/
Dental,Low,The Smilist Dental Staten Island,+1 718-667-4800,,Active,true,WordPress,ionicons@4.5.5,"FB, IG, IN","1145 Targee St # 3, Staten Island, NY 10304, United States",5,https://thesmilist.com/staten-island-dentist/
Dental,Low,Staten Island Aesthetic & Implant Dentist,+1 516-973-5456,,Active,true,,,"FB, IN","515 Huguenot Ave, Staten Island, NY 10312, United States",5,https://www.statenislandimplantdentist.com/locations/staten-island-office/
Dental,Low,Family and Cosmetic Dentistry of Staten Island,+1 718-477-5588,,Active,true,,hello@familydentistrystatenisland.com,IG,"1003 Richmond Ave, Staten Island, NY 10314, United States",5,http://www.familydentistrystatenisland.com/
Dental,Low,Igor Tkachuk DDS,+1 718-416-6422,,Active,true,WordPress,,FB,"289 Burgher Ave, Staten Island, NY 10305, United States",5,https://www.igortkachukdds.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website
Dental,Low,Drs. Galligan & Villa Dental Studio,+1 347-315-2524,,Active,true,WordPress,,"FB, IG","4143 Richmond Ave, Staten Island, NY 10312, United States",5,https://galliganvilla.com/?utm_source=google.com&utm_medium=business+profile
Dental,Low,Oakwood Dental,+1 718-979-2121,,Active,true,WordPress,,"FB, IG","1839 N Railroad Ave, Staten Island, NY 10306, United States",5,http://www.statenislanddentist.com/
Doctors,Low,"Staten Island Dentist Dr. Mariana Savel, DDS Dental Clinic",+1 718-494-2200,,Active,true,WordPress,mail@drmarianadds.com,,"900 South Ave #301, Staten Island, NY 10314, United States",5,https://drmarianadds.com/
Dental,Low,Randall Manor Dental Care,+1 718-701-6257,,Active,true,,,FB,"62 Hart Blvd, Staten Island, NY 10301, United States",5,http://www.randallmanordentalcare.com/
Dental,Low,David Sandler DDS,+1 718-966-0989,,Active,true,,,"FB, IG","808 Annadale Rd, Staten Island, NY 10312, United States",5,http://www.drdavidsandler.com/
Service Pro,Low,"Drs Olsen, Napolitano and Cangialosi",+1 718-948-5111,,Active,true,WordPress,,"FB, IG","4546 Hylan Blvd, Staten Island, NY 10312, United States",5,https://www.nassoolsennapolitano.com/
Service Pro,Low,Staten Island Oral and Maxillofacial Surgery,+1 718-226-1251,,Active,true,WordPress,,"FB, IG","256 Mason Ave 3rd floor, Staten Island, NY 10305, United States",5,https://statenislandoralsurgery.us/?UTM_source=GMB_listing&UTM_medium=organic
Dental,Low,Straight Set Orthodontics - Staten Island,+1 718-351-9002,,Active,true,,info@straightsetortho.com,"FB, IG","3010 Amboy Rd #1, Staten Island, NY 10306, United States",5,http://straightsetortho.com/
Dental,Low,Dental Associates of Manhattan,+1 785-539-7401,,Active,true,,frontdesk@dentalassociatesofmanhattan.com,,"1133 College Ave suite d 202, Manhattan, KS 66502, United States",4.9,http://www.dentalassociatesofmanhattan.com/
Dental,Low,Manhattan Dental,+1 785-539-4601,,Active,true,WordPress,frontdesk@manhattanksdental.com,"FB, IG","2745 Pembrook Pl, Manhattan, KS 66502, United States",4.9,http://www.manhattanksdental.com/
Dental,Low,Midtown Dental Care Associates,+1 212-685-4730,,Active,true,WordPress,smiles@midtowndentalcareassociates.com,"FB, IG","12 E 41st St suite 1100, New York, NY 10017, United States",4.9,https://www.midtowndentalcareassociates.com/?utm_source=gmb&utm_medium=organic
Dental,Low,New York Dental Office,+1 212-548-3261,,Active,true,WordPress,,FB,"245 E 63rd St #110, New York, NY 10065, United States",4.9,https://www.newyorkdentaloffice.com/
Dental,Low,Manhattan Dental Care,+1 212-580-4790,,Active,true,Squarespace,user@domain.com,"FB, IG","127 W 79th St # 6, New York, NY 10024, United States",4.9,http://www.manhattandentalw79.com/
Dental,Low,Expert Dental - Midtown,+1 212-763-3383,,Active,true,WordPress,bootstrap@5.1.3,"FB, IG","110 E 40th St #104, New York, NY 10016, United States",4.9,https://www.expertdentalnyc.com/
Dental,Low,Downtown Dental Group,+1 785-776-0097,,Active,true,WordPress,,"FB, IG, IN","428 Houston St, Manhattan, KS 66502, United States",4.9,http://www.downtowndentalmanhattan.com/
Doctors,Low,"Manhattan Dental Design: Ernest Tchoi, DMD",+1 646-504-4377,,Active,true,WordPress,smile@manhattandentaldesign.com,"FB, IG","315 W 57th St #206, New York, NY 10019, United States",4.9,https://www.manhattandentaldesign.com/
Dental,Low,New York General Dentistry,+1 212-838-0842,,Active,true,WordPress,,IG,"133 E 58th St Ste 409, New York, NY 10022, United States",4.9,https://newyorkgeneraldentistry.com/?utm_source=GMBlisting&utm_medium=organic
Dental,Low,Manhattan Dentist,+1 212-867-2730,,Active,true,,office@manhattannydentist.com,FB,"551 5th Ave rm 1114, New York, NY 10176, United States",4.9,https://www.manhattannydentist.com/
Dental,Low,Manhattan Dental Arts,+1 646-759-2988,,Active,true,,,"FB, IG, IN","1995 Broadway Suite 200, New York, NY 10023, United States",4.9,https://manhattandentalarts.com/
Dental,Low,ORAL Dental Studio NYC,+1 646-798-9627,,Active,true,WordPress,info@oraldentalstudio.com,"FB, IG, IN","131 Essex St Floor 2, New York, NY 10002, United States",4.9,https://oraldentalstudio.com/
Doctors,Low,New York DMD,+1 917-284-9680,,Active,true,WordPress,,FB,"115 E 61st St Suite 12A, New York, NY 10065, United States",4.9,https://newyorkdmd.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website
Doctors,Low,The Dental Health Group,+1 785-537-8484,,Active,true,,,,"1640 Charles Pl, Manhattan, KS 66502, United States",4.9,https://www.thedentalhealthgroup.com/
Dental,Low,Emerald Dental,+1 785-776-1771,,Active,true,WordPress,info@theemeralddental.com,"FB, IG","1629 Poyntz Ave, Manhattan, KS 66502, United States",4.9,https://theemeralddental.com/
Nail Salons,Low,Manhattan Dental Spa: Charnas Mitchell DMD,+1 212-683-2530,,Active,true,WordPress,info@manhattandentalspa.com,"FB, IG","200 Madison Ave Suite 2201, New York, NY 10016, United States",4.9,http://www.manhattandentalspa.com/
Dental,Low,Craft Dentistry: David A. Craft D.D.S.,+1 785-223-4210,,Active,true,,info@craftdentistry.com,FB,"3810 Vanesta Dr #120, Manhattan, KS 66503, United States",4.9,https://www.craftdentistry.com/
Dental,Low,Terra Dental,+1 212-937-1079,,Active,true,Squarespace,user@domain.com,"FB, IG, IN","438 W 51st St Suite 3B, New York, NY 10019, United States",4.9,https://www.terradental.nyc/
Dental,Low,"Christian Chung, DDS",+1 212-757-9227,,Active,true,WordPress,bootstrap@5.0.2,FB,"200 W 57th St Suite 1108, New York, NY 10019, United States",4.9,https://www.ccdds.com/?utm_source=GMB&utm_medium=Homepage&utm_campaign=CCDDS
Dental,Low,Evolve Family Dentistry,+1 785-539-0804,,Active,true,,masonry-layout@4.2.2,"FB, IG","1133 College Ave #A103, Manhattan, KS 66502, United States",4.9,http://www.evolvemhk.com/
Dental,Low,City Dental Group NYC,+1 212-425-0505,,Active,true,WordPress,info@citydentalnyc.com,"FB, IG","11 Broadway Lobby 4, New York, NY 10004, United States",4.9,https://citydentalnyc.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing
Dental,Low,Bowen Family Dentistry,+1 785-789-4468,,Active,true,WordPress,,FB,"1426 Browning Ave #107, Manhattan, KS 66502, United States",4.9,http://bowenfamilydds.com/
Dental,Low,NYC Dental Center,+1 646-861-3070,,Active,true,WordPress,,FB,"216 E 39th St #1, New York, NY 10016, United States",4.9,https://weence.com/dentists/new-york-1/nyc-dental-center/
Dental,Low,"One Manhattan Dental Marc Sclafani, DDS",+1 212-223-3632,,Active,true,Squarespace,user@domain.com,"FB, IG, IN","800A 5th Ave #501, New York, NY 10065, United States",4.9,https://www.onemanhattandental.com/
Dental,Low,NYC Dental of Upper East Side,+1 212-348-5492,,Active,true,,,"FB, IG","1317 3rd Ave 2nd Floor, New York, NY 10021, United States",4.9,https://nycdent.com/
Dental,Low,Expert Dental - Tribeca,+1 212-540-2258,,Active,true,WordPress,bootstrap@5.1.3,"FB, IG","43 Warren St, New York, NY 10007, United States",4.9,https://www.expertdentalnyc.com/
Dental,Low,Lin Dental,+1 785-537-2551,,Active,true,Squarespace,user@domain.com,FB,"509 Leavenworth St #5924, Manhattan, KS 66502, United States",4.9,https://www.lindental.biz/
Dental,Low,Holistic Dentists,+1 212-732-2200,,Active,true,WordPress,wght@300..700,,"17 Park Pl, New York, NY 10007, United States",4.9,http://www.holistic-dentists.com/
Dental,Low,Tooth Story Dental,+1 785-370-8004,,Active,true,,,FB,"320 Sunset Ave, Manhattan, KS 66502, United States",4.9,http://toothstorydental.com/
Dental,Low,Bronx Family Dental,+1 718-547-7570,,Active,true,WordPress,fancybox_loading@2x.gif,FB,"3754 White Plains Rd, Bronx, NY 10467, United States",4.8,https://bronxfamilydentist.com/
Dental,Low,Morris Park Dental,+1 718-377-6453,,Active,true,WordPress,info@morrisparkdental.com,"FB, IG","960 Morris Park Ave, Bronx, NY 10462, United States",4.8,http://www.morrisparkdental.com/
Dental,Low,Hutchinson Metro Dental,+1 718-822-8787,,Active,true,WordPress,info@bronxdentalspa.com,"FB, IG","1200 Waters Pl Suite M107, Bronx, NY 10461, United States",4.8,https://www.bronxdentalspa.com/
Dental,Low,Throgs Neck Dental,+1 516-614-6654,,Active,true,WordPress,website2@simpleimpactmedia.com,"FB, IG","3161 E Tremont Ave, Bronx, NY 10461, United States",4.8,https://throgsneckdental.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp
Dental,Low,National Dental Bronx,+1 718-365-4900,,Active,true,,bootstrap@5.0.2,"FB, IG, IN","2535 Grand Concourse, Bronx, NY 10468, United States",4.8,https://www.lovenationaldental.com/locations/dentist-grand-concourse-bronx-ny?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-bronx
Dental,Low,505 Dental Associates,+1 718-299-3600,,Active,true,WordPress,,"FB, IG, IN","505 Claremont Pkwy, Bronx, NY 10457, United States",4.8,https://www.bronx-ny-dentist.com/
Dental,Low,East Tremont Dental,+1 718-957-1959,,Active,true,,,"FB, IG","3875 E Tremont Ave, Bronx, NY 10465, United States",4.8,https://www.easttremontdental.com/
Dental,Low,Bronx Wellness Family Dental,+1 917-902-7977,,Active,true,,,,"1976 Crotona Pkwy Floor 5a, Bronx, NY 10460, United States",4.8,https://bronxwellnessfamilydental.com/
Doctors,Low,Pediatric Dentistry of Bronx,+1 718-367-7645,,Active,true,WordPress,bronx@pdsmgmt.com,"FB, IG","3201 Grand Concourse # 1E, Bronx, NY 10468, United States",4.8,http://www.pediatricdentistrybronx.com/?y_source=1_MjY4MjU4OTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
Dental,Low,Oelbaum & Kagan Dentistry,+1 718-882-7202,,Active,true,WordPress,,"FB, IG","2335 Eastchester Rd, Bronx, NY 10469, United States",4.8,https://www.sensationalteeth.com/
Dental,Low,Kramer & Kramer Dental,+1 718-892-3555,,Active,true,,dr@kramerandkramerdental.com,FB,"1819 Williamsbridge Rd, Bronx, NY 10461, United States",4.8,https://kramerandkramerdental.com/
Dental,Low,Bronx Periodontics and Dental Implants,+1 718-597-8457,,Active,true,WordPress,info@hitechperio.com,FB,"1550 Pelham Pkwy S, Bronx, NY 10461, United States",4.8,http://www.hitechperio.com/
Dental,Low,Bridgeway Dental,+1 718-509-9152,,Active,true,,hello@bridgewaydentalny.com,IG,"815 Hutchinson Riv Pkwy suite # 845, Bronx, NY 10465, United States",4.8,https://bridgewaydentalny.com/
Dental,Low,The Smilist Dental Allerton,+1 718-654-2320,,Active,true,WordPress,ionicons@4.5.5,"FB, IG, IN","2505 Williamsbridge Rd, Bronx, NY 10469, United States",4.8,https://thesmilist.com/dentist-locations/nyc/bronx-dentist/
Dental,Low,Right Family Dental,+1 718-365-8660,,Active,true,,rdf2859@gmail.com,"FB, IG","2665 Grand Concourse, Bronx, NY 10468, United States",4.8,https://rightfamilydentalny.com/
Dental,Low,Smile Studio,+1 973-993-7020,,Active,true,"WordPress, Squarespace",hello@hellosmilestudio.com,"FB, IG","11 Dundar Rd # 102, Springfield, NJ 07081, United States",4.8,https://hellosmilestudio.com/
Dental,Low,Queens Modern Dental Suite,+1 718-682-7724,,Active,true,"WordPress, Squarespace",swiper@8.0.2,"FB, IG","218-20 Hempstead Ave, Queens, NY 11429, United States",4.9,https://queensmoderndent.com/
Dental,Low,VIP Dental Care - Forest Hills,+1 718-575-0060,,Active,true,"WordPress, Squarespace",,"FB, IG, IN","108-62 Queens Blvd, Forest Hills, NY 11375, United States",4.9,http://www.vipdentalny.com/
Dental,Low,Gentle Dental Family Care,+1 718-849-9797,,Active,true,WordPress,,"FB, IG","118-60 Metropolitan Ave Suite # 1B, Kew Gardens, NY 11415, United States",4.9,https://gentledentalfamilycare.com/
Dental,Low,Dental365 - Forest Hills,+1 718-263-0445,,Active,true,WordPress,,"FB, IG, IN","70-09 Austin St, Forest Hills, NY 11375, United States",4.9,https://www.godental365.com/location/ny/queens-county/dental365-forest-hills?utm_source=gbp&utm_medium=organic
Dental,Low,"smile4me Dental Care - Astoria, Queens",+1 718-400-4400,,Active,true,,,"FB, IG","31-57 Steinway St, Astoria, NY 11103, United States",4.9,https://smile4mecare.com/?utm_source=GMB-Astoria&utm_medium=organic
Dental,Low,Dental Art Concepts PLLC,+1 718-313-4343,,Active,true,,slick-carousel@1.8.1,"FB, IG","112 Foster Rd, Staten Island, NY 10309, United States",5,https://www.dacpllc.com/
Dental,Low,A Center For Dental Excellence,+1 718-980-9555,,Active,true,,,"FB, IG","2749 Hylan Blvd, Staten Island, NY 10306, United States",5,https://acenterfordentalexcellence.com/
